3866,"I'm trying to keep the head but ...

I'm angry at Tory strategy that's killing people with COVID19. 

I'm angry at a compliant media spouting s*** instead of holding the Gov to account. 

Is anyone else as angry as f***.
Retweet if you are as angry as f***."
3867,"⚠️UP TO 4 METERS: Study found virus-laden aerosols were mainly concentrated near and downstream from patients up to *4 meters* - though smaller quantities were found upstream, up to 8 feet. ➡️ Much higher than 6 feet (2m) distance commonly touted. #COVID19 https://t.co/iAvxKKyKuo"
3868,"If Los Angeles County's stay-at-home order were lifted and people resumed their normal habits, 95.6% of residents would be infected with the coronavirus by Aug. 1, this story says: https://t.co/77lN5xsjxe"
3869,"@Khayy_Cee @iamMandyV @thaonlyfetty Fuck that.
We getting married after the lockdown."
3870,"FCC calling ‘time out’ on the plan to block NY cops, firefighters, and EMS from use of the T-Band is the right move.

T-Band is essential for public safety.

Congress must end the FCC's mandate to eliminate this lifeline for our first responders."
3871,It's hard to change a 1st impression even when you know it's a lie and Fox viewers will never see the fact-checked info. Trump's lies are a danger to winning against COVID-19
3872,I don't want to hear Christianity preached from the flippin' White House podium. What is not clear about the separation of church &amp; state? I DO wish my friends Happy Easter &amp; Good Friday - but it does not belong in the coronavirus briefing!
3873,"""Hamas, who have done virtually nothing to provide basic healthcare in the Gaza Strip, are now trying to hold Israel responsible for the shortage of ventilators in Palestinian hospitals."" https://t.co/K7ltkBfjie"
3874,"@chitraaum @narendramodi It's very tough situation the cases increases too the only option to be safe inside home only
Lockdown should be increase😔😔"
3875,"#ModiConvertedIOKtoHell 
@TheTeamPatriots
Kashmri needs to be free."
3876,"The Democrats “plan” to regain power in America is to take away our most basic freedoms. Their response to the coronavirus proves this. 

Am I the only person who thinks this will eventually blow up in their faces in spectacular fashion?!?"
3877,This is really pretty obvious to everyone. When can we finally string the effing moron up by his tiny little balls?
3878,PM’s new spokesman?
3879,"This...was not the headline i was expecting when checking in on my former home &amp; forever love, new orleans. ✈💧⭐ https://t.co/Jo2bsfPt4L"
3880,The Q12020 Top-Clicked Phishing Tests reports is now available. See how Coronavirus-related phishing email attacks are up 600%. https://t.co/lXANLlGJJ9
3881,Black Protective Reusable #FaceMask 100% Linen Mouth Mask/Adult Facial Mask #Covid19 #Coronavirus https://t.co/hKybBZaIHJ
3882,"Italy reported its highest number of new coronavirus cases in a week, a day after the government moved to extend the country’s lockdown https://t.co/fHnWW84sKL"
3883,Azar - already on thin ice with the president over the vaping ban - saw his authority diminish in part after the task force he led oversaw a widespread testing failure https://t.co/4pgKT9vg2h
3884,"Next door neighbours’ grandkids arrived, not seemingly following lockdown rules. Mother suggests it’s ok because the parents had probably booked to go away. #coronavirus #oldpeople #noidea"
3885,NEW: New York reports the lowest number of coronavirus patients admitted to hospitals since March 16. https://t.co/ErgMNKVwo6
3886,"📺 @realDonaldTrump says his own impeachment “distracted” him from responding to #Coronavirus.

But he was never distracted.

He just didn’t care.

👇
https://t.co/e5HatZse19

@gtconway3d
@reedgalen
@NHJennifer
@madrid_mike
@SteveSchmidtSES
@RonSteslow
@jwgop
@TheRickWilson https://t.co/firh3cFLMo"
3887,"Is there a specific reason on why Bakeries are allowed to function in Tamil Nadu tomorrow? Can someone explain please if it’s extremely essential service that needs to be opened up for one day in the wake up of #Corona? Sadly, TN Govt. puts appeasement over performance! Sad!"
3888,"#Iran begins lifting restrictions after brief virus lockdown

https://t.co/6HbZlkLzy7"
3889,"'I believed this was it' - Man admitted to intensive care with coronavirus thought he was about to die
https://t.co/A8RQCP4pun"
3890,"During National Public Health Week (#NPHW), focus on health at home. Share reputable resources about protecting yourself from #COVID19 with your neighbors: 
https://t.co/VhYjWE6U5j

@PublicHealth @NPHW #PublicHealth #CoronavirusPandemic #coronavirus"
3891,No Friday prayers at religious places in #Srinagar amid #lockdown https://t.co/Ob9SLYvZjH
3892,"This week on #SouthernHospitality, @DJEkin &amp; @BasicBritch ask what’s really going on with the #Coronavirus in the black community, discuss things they took for granted before the pandemic, some plans for after the all-clear, &amp; so much more. Listen now!

🎧 https://t.co/FvtjyWmrLX https://t.co/7c4aAnQfye"
3893,"Still on the fence whether or not to get back into the markets during the #Covid19 crisis? Read this week's blog and learn how to navigate through these difficult market situations:

https://t.co/opXNwKgCvc

https://t.co/tCgRlbTex3"
3894,Lockdown Legends: Star Wars Adventures #1 https://t.co/dwtSSCq7wp
3895,"What we'll probably see in a #WorldAfterCovid19 is a calculated and deliberate dismantling of interdependence — where production inefficiencies are accepted as a security measure: @Iyervval writes for #MCopinion

#Coronavirus #CoronavirusPandemic #Covid19
https://t.co/WFcQamFTvG"
3896,"Carpet maker Brintons has suspended plans to close its Telford plant where dozens of jobs were at risk amid a war of words with union bosses

https://t.co/6pZgmObfLm"
3897,"My latest post for Patreon is an early access essay for patrons on the meaning and problem of mass procrastination in the age of #COVID19, what are its political roots and why is it so impossible to overcome. 

#procrastination

https://t.co/EZ1cMx1Ym5"
3898,"If you're interested in a platform where you can host and review code, manage projects, and build software, check out this link: https://t.co/JohoEyj2x1 @github @nypl #github #NYPL125 #covid19 #coronavirus #digitalresources #libraries #libraryresources #coding https://t.co/PMHfPQ3DhI"
3899,The Sun launches appeal to raise £1m for NHS staff fighting coronavirus crisis – and we need your help https://t.co/3cdwFJIXnC https://t.co/jFrHQsDoYj
3900,How many people do you know PERSONALLY who have died from #Coronavirus?
3901,One month ago. I will always believe that he saved a lot of lives. https://t.co/76qRGVP2yL
3902,"NCDEQ has launched a Virtual Food Drive to support the @FoodBankCENC &amp; other #NC food banks due to the increased need related to #COVID19. You hit the first goal in less than an hour! For every $1000 raised, @NCDEQ can donate 5000 meals. 

Join us here ➡️ https://t.co/5mMoT3zxA9 https://t.co/KR9ZgGLKL0"
3903,"Dr. Fauci, Director of @NIAIDNews, spoke to @TheDailyShow host @TrevorNoah about the various angles surrounding the #coronavirus.

#thedailyshow #trevornoah #niaid

https://t.co/88pPfiqHMy"
3904,@dogcongress @hvgoenka I believe no 3 is there because during lockdown there is no ola/uber and one has to rely on own wheels to get anywhere!
3905,"Coronavirus in China

Cases: 81,953

Deaths: 3,339

Recoveries: 77,525"
3906,@dawn_com Lockdown is the ultimate panacea to contain and manage covid-19. Trump is heeding in wrong direction.
3907,"The victims of communism memorial add in abortions, potential births??? Dead nazi soldiers and camp guards and recently, Corona virus victims and it is a worthless metric to base any valid criticism of communism on"
3908,"Tankers being retro-fitted &amp; modified for use by DRF teams in Disinfectant Spraying. Such innovations will enable us to function effectively with less manpower. DRF is fighting #COVID19 for you, support us by staying at home. @KTRTRS @arvindkumar_ias @bonthurammohan https://t.co/6QgCA2p2NQ"
3909,"@realDonaldTrump helped when we took out Qasem Soleimani

No need to send another pallet of money, when will you get behind #AmericaFirst ⁉️

#DemocratsHateAmericans
#DemocratsAreDestroyingAmerica
#YouHiredASpyFromChina"
3910,"@C_Rich75 They DESPERATELY want Black people to be painted as the face and problem that is Covid19..

They're trying to engineer a violent world backlash against ALL Black people."
3911,Did you know that the characteristics of certain genes in the Coronavirus genome make them better target regions for Sars-CoV-2 testing? Find out more here: https://t.co/PlPGvhVman  #SARSCoV2 #COVID19 #Coronavirus https://t.co/GuDmtHz1qR
3912,"Coronavirus vaccine might never be developed and the world needs plan B to fight pandemic, says scientist. Jane Halton, leading one of the researches into the vaccine, has warned that if the vaccine is developed next year, it would be a miracle. #DigitalIndia @IMPraveenDalal https://t.co/9XluToqbiz"
3913,"Fury at 'lockdown busting' Cabinet minister Robert Jenrick grows

It’s his third home..... this won’t go away! 

Next we will find out the medicines for his folks were aspirin  https://t.co/x2gHjAyp5q"
3914,"Delhi police continues to hound Muslim Activists @SafooraZargar who actively led Anti-CAA protests in Jamia arrested by Delhi Special Cellafter she was called for questioning yesterday
Delhi police is completely misusing the lockdown to curb muslim voices 
#ReleaseSafooraZargar https://t.co/KAr5isFUdW"
3915,"Jan - US Iran on the verge of World War 3
Feb - Australia bushfires killing 500 mil animals
Mar - World killer Coronavirus Pandemic
Apr - Fire in Chernobyl catchment area &amp; explosion of Krakatoa.

Year 2020 - Up Next? Tsunami, Aliens, Apocalypse or Netflix documentary?
#Krakatoa https://t.co/R6FqZXuIQb"
3916,"@RichardJMurphy We can't know either way - the data is dreadful. I think you're wrong to say that the only reason to end lockdown is to ""go back to making money"", though. People are dying from lockdown and many more will die from economic collapse. And it's easier to bear from a nice house."
3917,"@narendramodi sirji dont you think within this tough situation you should convey message to return whole amount to passengers . These cheater site @goibibo looted my Rs 6000, my hard earned money, is #lockdown my fault??????"
3918,"""In the United States, the largest known concentration of coronavirus cases outside of hospitals isn't on a cruise ship or in a nursing home. It's at a jail in Chicago.""
https://t.co/acgX1OeyJr"
3919,#UPDATE: President Donald Trump responds to a question during today's White House press briefing relating to allegations made by multiple Caribbean states that US was blocking the shipment of vital medical supplies which are instrumental to their coronavirus response (NBC News) https://t.co/Vpi6O6PgbK
3920,All across England primary care optical practice teams are stepping up to deliver urgent eyecare. A special big thank you to those of you giving up your bank holiday weekends 🐣 #optician #optometry #primarycare
3921,"Senator @ChrisMurphyCT ""America wasn't ready for #coronavirus , and right now, we're paying the price.""

The Senator explains why the Trump administration was so unprepared for #COVIDー19 —and how we can prevent the next pandemic. We must act IMMEDIATELY!

https://t.co/Xtq1Hmg1Um"
3922,"Imagine your bleaching cream finished in this lockdown... sister you are coming out as a new creature. You know right😛😛😛😛😛
#OgunUnrest"
3923,"We all know how this ends, right?  https://t.co/HE0KbFyaXp"
3924,True that!!!
3925,so corona really just came and ruined everything huh
3926,"Budget carrier IndiGo on Saturday said one of its staff passed away due to coronavirus infection in Chennai.

https://t.co/gGLQzf4s7i"
3927,"88-year-old Spanish couple, who have been married for 65 years, have both recovered from coronavirus illness. https://t.co/JgNz9vtNRy"
3928,@Twitter @TwitterSupport @TwitterIndia @verified Pls take necessary action against @BBCHindi as they are spreading fake news
3929,"These are unprecedented times &amp; possibly once in a life time challenge for us

To contain/tackle this pandemic effectively in Telangana, we don’t really have a choice but to continue #Lockdown till April 30

We seek your continued cooperation &amp; support 🙏

#TelanganaFightsCorona"
3930,President Trump needs to do everything in his power to expand the number of testing sites and surge the number of tests. Mass testing is key to reopening the economy and finding a way out of this crisis. https://t.co/WHprzHoGnm
3931,Is it coming? #cashlesssociety #coronavirus #SaturdayThoughts https://t.co/kMKQTYqpAA
3932,"Cannalogue Introduces COVID-19 Compassionate Care Program For Medical Cannabis

Physician-led online marketplace offers discount of 20-50% on select products for frontline workers, seniors and financially strained.
#Corona

https://t.co/tt1AEMRvTv"
3933,"If you attend an Easter church service in Kentucky, the governor will record your license plate and force you to quarantine for 14 days. https://t.co/hBjCUr0D0p https://t.co/Ax6n7IFwzI"
3934,"On Thursday the Wounded Warriors Project CEO committed $10 million for wounded veterans who’ve lost their income. Ten thousand families will get a one-time $1,000 check to help cover basic needs. https://t.co/U5zYtRyR1Z"
3935,"California Got Played: IHME Hack Ali Mokdad Says California Is Over the Coronavirus Hump – They Shut Down the State of 39.5 Million for 584 Deaths!

By Jim Hoft | @gatewaypundit 
Published April 10, 2020

https://t.co/ffD3FZwBgy"
3936,"Do you know how to protect yourselves and others from #COVID19 ?

1. Regular #handwashing
2. Cover your mouth while coughing 🤧
3. Practice social distancing 🙋‍♀️        🙋         🙋‍♂️
4. If you have symptoms, seek medical support 📞

#CoronaVirusUpdate #CoronaCrisis #Coronavirus https://t.co/dlMaGSRyJ4"
3937,"The #WHO #BillGates #Soros #MegaCorps World CONTROL +#Eugenics through #Vaccination +#5G is where #COVID19 #Convirus is conveniently #LOCKDOWN-ing the world.

There are proven cures (eg #Chloroquine) to #CV19.
Use them!
#NO2CVvaccine!
RECLAIM our freedom May1
#MayDayNormalDay https://t.co/GgDTGdNw8a"
3938,"Dr. Nicole Saphier on coronavirus antibody tests, treatments and getting the government out of healthcare  with ⁦@PeteHegseth⁩ ⁦@jillianmele⁩ and ⁦@GriffJenkins⁩  https://t.co/Wsb1kEy8TI"
3939,"We will come out of it when Scotland is ready.

If England comes out of it first and we are not ready, we MUST shut the border. https://t.co/1odxx3gsK8"
3940,"If your in-class courses are being moved to online format due to #coronavirus, your eligibility for the #PostGraduationWorkPermit (PGWP) Program won’t be affected.
Stay safe and be updated! Visit the Government of Canada website for more details.
#covid19 #canadaimmigration https://t.co/bAlfWJDXfr"
3941,@AliVelshi @Hickenlooper @TheLastWord FEAMA HAS A  FUND ACCOUNT GET HELP FROM DONATION ?? https://t.co/2mn09eO1FM
3942,This is incredible isn’t it! I have donated - can you? 👇
3943,Every nursing home is a new #Benghazi. The total death toll in nursing homes already eclipses #Katrina. Trump is not even counting the bodies. #trumpcovidfails https://t.co/tTPUcbuwcC
3944,"#Corona 
#coronavirus 
#COVID2019 
#BreakingNews 
@pmakela1
@disclosetv
@BNODesk
@Deven_Intel
@recon_officer
@Natsecjeff
@EndGameWW3
@therealSperkin
@Xy5Z89
@Faytuks
@ConflictsW
@lookner
@W7VOA
@IdeologyWars
@no_itsmyturn

#BREAKING 106,659 people dead in Corona worldwide!!! https://t.co/NVC59FI976"
3945,Thank you for reminding us what presidential leadership looks like. https://t.co/zc6oSXKWW4
3946,Thats great to hear
3947,Consumers Are Delaying Big Purchases Until Coronavirus Subsides https://t.co/uJon4fFOCr
3948,AllenComm And Columbia University Offer Guides For Coping With COVID-19: COVID-19: Tips for Facing the Lockdown is the latest of two free digital guides designed to help with the tension caused by the COVID-19… https://t.co/WaOs51En4f | APT eLearning Translation Services
3949,⚠️🦠 Nurses weigh their principles versus safety in virus fight - https://t.co/VHpJCL2NFN CLICK to read 👈 Virus BREAKING Live News 24/7 ⏰ PLEASE RT and FOLLOW 🙏 #virus #outbreak #pandemic #sars #ebola #COVID2019 #COVID19 #coronavirus
3950,"Hey @rahulkanwal I live in a student housing complex in Germany. When the Covid-19 lockdown came almost everyone decided to stay put. It's mostly students from India, Pakistan, China on my floor w/ shared bathrooms and kitchen but German media isn't calling us ""Corona hotspots"""
3951,"The #coronavirus was ""taken a little more lightly"" by western economies compared to those in Asia, says a former IMF chief economist, reports @BBCNews. https://t.co/YJkUDNMFkZ"
3952,"My family is suspected to have corona infection so they are kept in quarantine at a ashray gray in Khurja, Uttar Pradesh near Ambedkar Park Madar Darwaja.
The condition of this quarantine center is very pathetic. I have two daughters who are not getting proper food and care."
3953,"The nation stands behind the administration and supports the lockdown extension. We realize that it will be difficult and many provisions will have to be made to navigate the economic impact. 

However the preservation of life is paramount. Only a small group oppose lockdown ext."
3954,"We thought you might want some fresh ideas for Easter traditions. Check out these 5 ideas and let us know which one is your favorite. 🐰🥚

Robert &amp; Christy Real Estate Team
Keller Williams Corona
DRE 01416290 | 01236288
951-271-3068
https://t.co/kHcKpImDpr"
3955,This is where I start to move mad. And no disrespect to this legend Ross Kemp. But can some explain to me why I was unable to see my dad then.
3956,"Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp, Apple Pay #, Venmo or Zelle 🏦 drop all tags in comments) 🥳❤️ https://t.co/hw4UPS8pf4"
3957,Feds order Alex Jones to stop selling phony coronavirus cures https://t.co/0Uf4SIBW9B https://t.co/VXhF1rhzlO
3958,My latest video for @HAFHomeland
3959,"LR @RepMcCaul: “This is a cover-up by the #CCP, which has now led to one of the worst pandemics we’ve ever seen. The @WHO did not protect the world from this pandemic and I consider them to be co-conspirators with the #ChineseCommunistParty."" 
https://t.co/1IJmdlegAh"
3960,"We’ve been fielding a lot of questions about how #foodsafety may be impacted by the #coronavirus pandemic we’re experiencing right now. In response, we’ve gathered some FAQs with links to reliable resources to help you stay healthy and safe. https://t.co/vTdcJgr6r3"
3961,Coronavirus: US overtakes Italy as country with most deaths https://t.co/WbeAOtj88N
3962,#illini University of Illinois step up to help fill the need for ventilators so the #healthcare industry can have multiple sources to make a difference as #Covid19 evolves #WeLoveStem https://t.co/BGYwaUGgKD
3963,"Madhya Pradesh does NOT have a Health Minister.

MP has only a Chief Minister. No Cabinet is sworn in yet.

Principal Secretary Health is Corona +ve. 

45+ IAS officers are Corona+ve

@VTankha writes to the President to Impose Presidents Rule in Madhya Pradesh #Corona #COVID2019 https://t.co/Nz7daTT5yb"
3964,Genereach Bio from #TaiwanCanHelp #Taiwan has the iiPCR kit take &lt; 1 hr but 95% accuracy (ID Now wait 13 mins to negative if the #Covid19 volume is &lt;30) iiPCR has no negative mistake. Use both of them to find #COVID19us asymptotic and save healthworkers. https://t.co/36ATKfbwIR
3965,@JohnCornyn What’s relevant is we were warned in December &amp; could have started preparing to make sure it didn’t spread. It’s relevant that we could have had testing in place far sooner than late February. Its relevant that testing could of tracked #covid19 thru testing to stop spread sooner
3966,"PM Trudeau address on #COVID19: ""Every one of us has a role to play in helping shield our country from the threat it now faces. In hard times, courage &amp; strength are not defined by what we say or do loudly in public but by the actions we take quietly in private—like staying home"""
3967,0.0231288% of the world has reportedly had Coronavirus as of 2020-04-11 13:00:02 https://t.co/OZ8qXfrD52
3968,"Let’s call it what it is. 

Donald Trump is committing crimes against humanity. 

https://t.co/8dqkpszJDS"
3969,@fenion_karen No to sure if I’ve had it I’ll give it a blast when this lockdown is over 🤞👍
3970,"Spare a thought for DRC. Just two days away from being able to announce their Ebola outbreak is over, a new case appears (2,200 have died). Now they’re fighting Ebola, Covid19 and measles."
3971,"Congratulations Dennis! Patient, 94, applauded by staff at Barnet Hospital @RoyalFreeNHS after recovering from coronavirus https://t.co/7K6UJtCNNO https://t.co/kG1zlzRVat"
3972,"🇿🇦Sit Down &amp; Lockdown 🔒 | The Joe Show 🎭 | 11 April | 8pm
Tonight I Sit down with the funny @FrancoisVanAs 
Tune in

https://t.co/rtFg26l9FD
#SALockdown #lockdown #SAComedy #comedian #SitdownNLockdown https://t.co/Mh1GZykSkE"
3973,Pop star speaks out for initiative supported by United Nations and IBM #CallforCode #COVID19 https://t.co/2slufqgmYK
3974,"#COVID19 has changed employment as we know it. Which is why AnyTask has zero fees for buyers and sellers. https://t.co/5crGaiplEt 

#EasterAtHome #Social_Distancing https://t.co/M8DLdCVDjx"
3975,"Chuck Schumer said the next Covid Relief bill won't be passed unless there are provisions for mail in voting in it . 

What the hell does that have to do with Covid19 relief? 

How the hell can any American vote for these ruthless and slimy people?!"
3976,"NEW @NYTIMES CORONAVIRUS INVESTIGATION reveals just how many warnings TRUMP shrugged off.

EXAMPLE: In January, @SecAzar twice warned of a coming pandemic, but @POTUS said he was being alarmist &amp; told him to calm down.

AZAR's authority was soon reduced. https://t.co/xqheegmnFS"
3977,"Did you see the @timesandstar article aboout our emergency funding appeal? 🤗

You can donate here: https://t.co/4u5eRxHtlw

Read the article by clicking here: https://t.co/5cbQfzvoUt https://t.co/EMD89lN3mq"
3978,I just locked myself in the bathroom so I could eat a tuna sandwich in peace. I hate Corona Virus so much.
3979,"This #shoutoutsaturday is for all the staff, residents, businesses &amp; #community members who have showed #kindness, #creativity &amp; #ingenuity during #COVID19. 
We are stronger when we work together!

Share your #goodnews with us by tagging @simcoecounty &amp; using #strongertogether https://t.co/zHYyfeT36V"
3980,"Many companies today are seeking new ways to support their #workforce. Here, we share findings from a new survey by Mercer revealing that there are still additional opportunities to empower #employees through #COVID19. Learn more: https://t.co/2AOdZTXIXB"
3981,"For me, the most disappointing, disturbing, in some instances downright disgusting aspects of the #COVID19 pandemic (beyond sickness &amp; death), has been efforts to racialize &amp; politicize the devastation by scapegoating people of Asian descent &amp;/or political leaders. #pulltogether"
3982,"Due to the #coronavirus, virtual meetings are now standard for employees working from home. Follow these #videoconferencing tips on staying connected and professional. https://t.co/UTPNtQdSAk"
3983,"Washington (Kirkland) nursing home: No hydroxychloroquine, 35 deaths out of 120 residents

Texas nursing home: Treatment WITH hydroxychloroquine, 1 death out of 135 residents

#COVIDー19 #coronavirus 

https://t.co/l6i4dVrC2z"
3984,How we overcame Covid19 and Pneumonia! #KeysToYourBestLife https://t.co/cxVwvkx5oe
3985,"These are unprecedented times &amp; possibly once in a life time challenge for us

To contain/tackle this pandemic effectively in Telangana, we don’t really have a choice but to continue #Lockdown till April 30

We seek your continued cooperation &amp; support 🙏

#TelanganaFightsCorona"
3986,"• 77% of NHS staff dying from Coronavirus are from a Black or Minority Ethic background

• 68% of NHS staff dying from Coronavirus were born outside the UK including 95% outside Europe

• We must work to ensure their sacrifice &amp; memory is honoured. They gave their lives for us"
3987,"I would request to @PMOIndia @NITIAayog that spend all fund of public sector's and CSR, for health related work in this covid-19 situation. #COVID19"
3988,I hope our masters ALLOW us to be released from LOCKDOWN by July 4th so we can all take to the streets and continue to pretend we're free!
3989,"@ANI So tablighis are assigned ”special operations” of spreading corona in delhi, well done @ArvindKejriwal"
3990,While we shelter in place? Makes perfect Liberal sense.
3991,"China had COVID19 in its lab for 7 years according to WSJ 
https://t.co/YSti4QjcGe"
3992,"People in Texas don’t call it COVID-19 or the Coronavirus. They just say, “with all this sh*t  goin’ on”... 😂"
3993,"capitalism: be productive or die

corona: be unproductive or die

me: what do i do

government: idk man seems like you should die"
3994,My bit on the week in Coronavirus https://t.co/13YaNBatYQ
3995,"Another police-state tyrant masquerading as a Governor. How did Kentucky elect this zero?
👇🏻👇🏻👇🏻
Kentucky to record churchgoers' license plates amid coronavirus https://t.co/bA2QSBuGC1"
3996,". @dambisamoyo applauds the foresight, adaptability, and compassion many firms have shown during the #COVID19 #pandemic. https://t.co/fggnpexjmV https://t.co/kucTt72Jhc"
3997,"#COVID19 updates from Bengal - A Thread 

April 11, Saturday, 9:30 pm.

#BengalFightsCorona 

(1/10)"
3998,"I’ve now been four weeks on my own, so I decided to make myself some company #lockdown https://t.co/U597Tzmphz"
3999,"@iamamirofficial Thanks I don’t have , we can’t afford such people in corona time"
4000,today i finally got to hug my mom😭she beat covid19
4001,"Even as a loan program for small businesses weakened by the coronavirus pandemic expands, the first applicants still await funding. Congress should immediately pass the administration’s request for an additional $250 billon for #PPP &amp; add $$$ for EIDL.  https://t.co/8xoHQkPkcy"
4002,"Post lockdown is where I’m now focused. Concerns over forced vaccination, restrictions on movement, global travel, use of cash, large gatherings. Thank goodness we have New Media! (Social media)

UK will live with restrictions until vaccine is developed
 https://t.co/lpErhRr3LD"
4003,Looking for additional resources? Awesome Teacher Resources (https://t.co/vepTRmVMaJ). Looking for online tutoring? Cummons Tutoring (https://t.co/QXHZOlIvJJ). I’m an experienced online teacher. https://t.co/oIokYDRcjn
4004,"Hey companies, just be a company, not my friend. #coronavirus https://t.co/WSCfe2Fz3n"
4005,"The Queen has recorded an Easter message for the first time because of Covid-19. “We know that coronavirus will not overcome us. As dark as death can be – particularly for those suffering with grief – light and life are greater,” she says. https://t.co/HI6Uo2Yd7w"
4006,"How is this right?
https://t.co/oF2lnt7dN0"
4007,So the UK #COVID19 death toll is now running at around a death every 90 seconds &amp; the country isn't going ballistic? Is this advanced Stockholm syndrome? I'm speechless
4008,"ICYMI, here’s @TuckerCarlson’s important monologue from last night: “Despite unanswered questions about coronavirus, authorities enacted dramatic measures” https://t.co/nuDS3z49BY"
4009,"@StuartForbes1 @dianalouisej All this needs to happen, just in the short term during lockdown there needs to be some kind of apparatus for dealing with this and it is astonishing that the government haven't really given this much thought. @ukhomeoffice, isn't this Victoria Atkins brief? Where is she on this?"
4010,"@PMOIndia @narendramodi @AmitShah @TOIIndiaNews @TOIEditor 
Pls stop TOI to spread such news. People will panic and hoard more. TOI trying to derail lockdown efforts. https://t.co/ES6oyuvcPn"
4011,Orphans Muslim kids living in Madrasas at the time of #21daysLockdown have become Indian media's propaganda fodder against Muslims and in making #CoronaVirus a communal virus for the country to save their Master.
4012,"@realDonaldTrFan #Coronavirus is smart!
It can write in cursive!
It can do plumbing!
It can even design websites!
So, you're right again!
You are SO SMART!

#StopAiringTrump #TrumpHasBloodOnHisHands 
#Coronaviruskits #CoronavirusOutbreak 
#TrumpVirus #TrumpLiesPeopleDie #DumpTrump https://t.co/OLZCQz5rlT"
4013,#StayHome —-'Unimaginable' pain: Coronavirus robs Michigan woman of whole family https://t.co/9ls3wOG0np via @detroitnews
4014,".@ladygaga continues to prove why she’s the greatest icon of a generation.

https://t.co/7LZagiTQan"
4015,"Our manuscript introduces a scoring system to ethically triage and prioritize medically-necessary, time-sensitive surgical procedures during the #COVID19 pandemic. Thanks to the @JAmCollSurg for the rapid review. #SoMe4Surgery  https://t.co/0X7tXXLklV https://t.co/ywrQKXAch2"
4016,"Coronavirus live updates: U.S. now leads world in deaths, surpassing italy https://t.co/iZs8F8Xqlv via @nbcnews"
4017,"Visiting the emergency department (ED) with your child can be overwhelming, esp when you don't know what to expect. Some hospital procedures have changed due to #COVID19. 

Check out our new infographic to help prepare for your child's next ED visit | https://t.co/03S35qUBLH https://t.co/DHn78tiYg8"
4018,"The reason so many #epidemics originate in #Asia and #Africa ... 

| #pathogens | #virus | #bacteria | #pandemics | #disease | @penn_state | Via @thephillyvoice

https://t.co/JYh4NQRG0k"
4019,"Oh, you found some thirdhand information online so now you’re an expert in infectious diseases, able to dispense sound medical advice?

#thewire #claydavis #coronavirus #quarantinelife realisiahwhitlock https://t.co/4gMhElDP8S"
4020,"A nurse holds a newborn baby, wearing tiny face shield made for the newborn babies to protect them from new coronavirus at the newborn nursery of the hospital in Samutprakarn province, central Thailand.

📷: Paolo Hospital Samutprakarn https://t.co/IeMunPAr5u"
4021,"As of 12 p.m. April 11, 2020, the Louisiana Department of Health is reporting 20,014 positive cases of #COVID19 in Louisiana. https://t.co/HPzU8KU2xD https://t.co/RDoamirkUq"
4022,"2002 riots: Modi is trapped

2004 Ishrat Jahan is killed: Modi is trapped

2012 Keshubhai Patel forms party: Modi is trapped

2016 demonetisation: Modi is trapped

2017 GST: Modi is trapped

2017 Hardik Patel arrives: Modi is trapped

2019 Rafale ‘scam’: Modi is trapped"
4023,Support our own Phuuuuckkking country you goddamnn Treasonous kkkkuuunnnttt!!!!
4024,Is it relevant that the US has 5X the population of Italy? https://t.co/aTnwRdKeTU
4025,#iran regime officials must be held accountable for death toll(25000) unfolding in Iran because despite knowing about the outbreak and spread of the virus in Iran: #Live @Twitter to show unity to defeat worst virus ever : #iran mullahs #coronavirus @USAdarFarsi @JavaidRehman
4026,"The man himself confirmed. 

#nomorefakenews #Saynotofakenews #FakeNewsAlert #RatanTata #economy #coronavirusinindia #COVID19 #Covid_19india https://t.co/q4Ri0mbEs6"
4027,This is one reason why Pelosi and Schumer are withholding tax paid stimulus package from Americans. The MSM is their vocal right arm. They want to bail out the #EnemyOfThePeople. Too much truth is killing off the fake news.
4028,DAILY EXPRESS - #Oxford #hospital heartbreak as two #porters married to nurses die of #coronavirus https://t.co/3Qkh0dvl0Y https://t.co/Kr4L3iPd5k
4029,The SABC says Radio and TV personality Somizi Mhlongo will face an internal investigation over his utterances concerning the extension of the lockdown.https://t.co/LB4DBTXLx3 https://t.co/Jr8JfP6t1F
4030,@WHO if you have warned  all the countries bit earlier instead of hiding the real facts about #corona many things which is happening now would have avoided. #shame#betrayal#useless organisation @WHOEMRO @UNESCO
4031,Corona virus this year https://t.co/WUWJ64u8VY
4032,"Crucial, underappeciated point. In most of the EU and states in the EU system most people have no air conditioners. A lockdown is not sustainable if large numbers of people are in buildings with 25-40 degrees Celsius during the day. Particularly elderly people will not survive https://t.co/71BTIScKSh"
4033,Shithole country
4034,"""She was doing everything for them: Helping them put their groceries in their walkers, to helping them get into lifts,"" 27-year-old Leliana Jordan's mother said. Then she got sick with COVID-19 and later died. https://t.co/98ABdcsgzV"
4035,"‘Out of an abundance of caution, don’t let anyone pat your dog,” in a report by The Daily Mail. https://t.co/QXLsk8Afv2"
